co_regiao_pais,regiao_pais,co_uf,sg_uf,co_macrorregiao_saude,macrorregiao_de_saude,co_regiao_saude,regiao_de_saude,co_municipio,no_municipio,populacao_ibge_2022,nome_da_regiao,sigla_da_regiao,identificacao_da_faixa_populacional,ano_de_referencia,nome_do_orgao_responsavel_pela_gestao,sigla_do_orgao_responsavel_pela_gestao,abrangencia,natureza_juridica_do_orgao_municipal_responsavel,tipo_de_servico,taxa_de_empregados_por_habitante_urbano,despesa_por_empregado,incidencia_de_despesas_com_rsu_na_prefeitura,incidencia_de_despesas_com_empresas_contratadas,auto_suficiencia_financeira,despesas_per_capita_com_rsu,incidencia_de_empregados_proprios,incidencia_de_empreg_de_empr_contrat_no_total_de_empreg_no_manejo,incidencia_de_empreg_admin_no_total_de_empreg_no_manejo,receita_arrecadada_per_capita_com_servicos_de_manejo,tx_cobertura_da_coleta_rdo_em_relacao_a_pop_total,tx_cobertura_da_coleta_rdo_em_relacao_a_pop_urbana,tx_cobertura_de_coleta_direta_rdo_relativo_a_pop_urbana,taxa_de_terceirizacao_da_coleta,produtividades_media_de_coletadores_e_motorista,taxa_de_motoristas_e_coletadores_por_habitante_urbano,massa_rdo_rpu_coletada_per_capita_em_relacao_a_pop_urbana,massa_rdo_coletada_per_capita_em_relacao_a_pop_total_atendida,custo_unitario_da_coleta,incidencia_do_custo_da_coleta_no_custo_total_do_manejo,incidencia_de_emprega_da_coleta_no_total_de_empregados_no_manejo,relacao_quantidade_rcd_coletada_pela_pref_p_quant_total_rdo_rpu,relacao_quantidades_coletadas_de_rpu_por_rdo,massa_rdo_rpu_coletada_per_capita_em_relacao_a_populacao_total_atendida,massa_de_rcd_per_capita_ano_em_relacao_a_pop_urbana,taxa_de_cobertura_da_col_seletiva_porta_a_porta_em_relacao_a_pop_urbana,taxa_de_recuperacao_de_reciclaveis_em_relacao_a_quantidade_de_rdo_e_rpu,massa_recuperada_per_capita,relacao_entre_quantidades_da_coleta_seletiva_e_rdo,incid_de_papel_papelao_sobre_total_mat_recuperado,incid_de_plasticos_sobre_total_material_recuperado,incid_de_metais_sobre_total_material_recuperado,incid_de_vidros_sobre_total_de_material_recuperado,incidencia_de_outros_sobre_total_material_recuperado,massa_per_capita_recolhida_via_coleta_seletiva,massa_de_rss_coletada_per_capita,taxa_de_rss_sobre_rdo_rpu,taxa_de_terceirizacao_de_varredores,taxa_de_terceirizacao_de_varricao,custo_unitario_da_varricao,produtividade_media_do_varredores,taxa_de_varredores_por_habitante_urbano,incidencia_do_custo_da_varricao_no_custo_total_do_manejo,incidencia_de_varredores_no_total_de_empregados_no_manejo,extensao_total_anual_varrida_per_capita,taxa_de_capinadores_por_habitante_urbano,relacao_de_capinadores_no_total_de_empregados_no_manejo
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29023,SEABRA,290010,BA - ABAIRA,7301,Nordeste,NE,1,2022,Prefeitura Municipal de Abaíra,PMA,Local,Administração pública direta,Res. Sólidos ,,14400.0,8.94,,,,100.0,0.0,,,44.86,,,0.0,,,,,,,,98.16,,0.77,,,,,,,,,,,,,,,,,,,,,,,
2,Nordeste,29,BA,2914,NORDESTE (NRS - ALAGOINHAS),29001,ALAGOINHAS,290030,BA - ACAJUTIBA,13795,Nordeste,NE,1,2022,Prefeitura Municipal de Acajutiba,PMA,Local,Empresa pública,Res. Sólidos ,,,1.31,97.48,,,,,,,90.76,,,97.52,,,,,43.36,62.37,,,,2.65,,,,,,,,,,,,,1.65,,,,,,33.32,,,,
2,Nordeste,29,BA,2914,NORDESTE (NRS - ALAGOINHAS),29019,RIBEIRA DO POMBAL,290035,BA - ADUSTINA,14201,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE ADUSTINA,PMA,Local,Administração pública direta,Res. Sólidos ,,30765.64,1.35,100.0,,,0.0,100.0,11.54,,55.35,,,0.0,1840.26,,,,114.2,24.67,11.54,41.67,,0.6,,,,,,,,,,,,,0.21,100.0,,,,,71.26,38.46,,,38.46
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29025,SERRINHA,290040,BA - AGUA FRIA,14497,Nordeste,NE,1,2022,SECRETARIA DE INFRAESTRUTURA E SERVICOS PÚBLICOS,SEINFRA,Local,Administração pública direta,Res. Sólidos ,,,3.24,,,,,,,,68.98,,,0.0,,,,,,,,8.38,,0.65,,,,,,,,,,,,,,,,,,,,,,,
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29015,JEQUIE,290060,BA - AIQUARA,4447,Nordeste,NE,1,2022,Prefeitura Municipal de Aiquara,PMA,Local,Administração pública direta,Res. Sólidos ,,68140.46,2.98,80.41,,,55.56,44.44,,,92.4,,,95.67,,,,,328.19,45.7,,44.5,,1.14,,,1.05,,,,,,,,,,0.15,,,,,,19.59,,,,
2,Nordeste,29,BA,2914,NORDESTE (NRS - ALAGOINHAS),29001,ALAGOINHAS,290070,BA - ALAGOINHAS,151055,Nordeste,NE,3,2022,SECRETARIA DE SERVIÇOS PÚBLICOS,SESEP,Local,Administração pública direta,Res. Sólidos ,,182002.82,4.14,99.12,5.17,,6.77,93.23,9.77,,94.08,,,100.0,3120.59,,,,154.85,29.17,32.33,,,0.88,,,2.21,,,52.63,41.71,3.18,0.99,1.49,,,,100.0,,,,,49.37,29.32,,,24.06
2,Nordeste,29,BA,2916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29026,TEIXEIRA DE FREITAS,290080,BA - ALCOBACA,24530,Nordeste,NE,1,2022,Prefeitura Municipal de Alcobaça,PMA,Local,Administração pública direta,Res. Sólidos ,,23200.0,0.74,0.0,,,100.0,0.0,24.0,,89.69,,,0.0,,,,,345.24,100.0,0.0,,,0.21,,,,,,,,,,,,,,,,,,,0.0,0.0,,,60.0
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29022,SANTO ANTONIO DE JESUS,290100,BA - AMARGOSA,36521,Nordeste,NE,2,2022,PREFEITURA MUNICIPAL DE AMARGOSA,PMA,Local,Administração pública direta,Res. Sólidos ,,54004.58,3.67,100.0,,,3.12,96.87,6.25,,90.63,,,100.0,2387.76,,,0.89,133.7,37.91,19.79,102.04,37.38,1.22,,,3.27,,4.67,66.67,23.33,10.0,0.0,0.0,,,0.04,100.0,100.0,147.34,1.81,,48.31,31.25,,,40.62
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29006,FEIRA DE SANTANA,290110,BA - AMELIA RODRIGUES,24138,Nordeste,NE,1,2022,"Secretaria de Obras, Habitação e Serviços Publicos",SOSP,Local,Administração pública direta,Res. Sólidos ,,39955.56,5.91,100.0,,,0.0,100.0,11.11,,48.89,,,100.0,2076.68,,,1.28,153.54,55.51,22.22,,18.18,1.51,,,,,,,,,,,,,,100.0,,,,,44.49,26.67,,,22.22
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29011,ITABERABA,290130,BA - ANDARAI,13080,Nordeste,NE,1,2022,Prefeitura Municipal de Andaraí,PMA,Local,Administração pública direta,Res. Sólidos ,,33574.45,4.01,0.0,,,100.0,0.0,,,76.45,,,0.0,,,,,118.93,33.41,,0.16,,1.4,,,,,,,,,,,,,,,,,,,54.17,,,,
2,Nordeste,29,BA,2913,NORTE - (NRS - JUAZEIRO),29024,SENHOR DO BONFIM,290135,BA - ANDORINHA,15012,Nordeste,NE,1,2022,Prefeitura Municipal de Andorinha,PMA,Local,Administração pública direta,Res. Sólidos ,,136363.64,5.56,,,,9.09,90.91,,,53.29,,,100.0,,,,,,,,,,0.51,,,2.03,,,,,,,,,,,,,,,,,,,,
2,Nordeste,29,BA,2912,OESTE (NBS - BARREIRAS),29002,BARREIRAS,290140,BA - ANGICAL,13732,Nordeste,NE,1,2022,Prefeitura Municipal de Angical,PMA,Local,Administração pública direta,Res. Sólidos ,,27877.91,2.76,22.27,,,83.72,16.28,4.65,,49.88,,,0.0,198.3,,,0.6,20.0,3.0,67.44,,20.0,0.72,,,,,,,,,,,,,1.53,0.0,,294.87,1.33,,92.24,20.93,,,6.98
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29006,FEIRA DE SANTANA,290150,BA - ANGUERA,11031,Nordeste,NE,1,2022,Prefeitura Municipal de Anguera,PMA,Local,Administração pública direta,Res. Sólidos ,,2133.66,0.19,46.75,,,100.0,0.0,2.94,,48.55,,,0.0,3206.6,,,1.03,12.83,53.25,8.82,66.42,49.8,1.54,,,,,,,,,,,,,0.03,0.0,,,,,0.0,76.47,,,11.76
2,Nordeste,29,BA,2914,NORDESTE (NRS - ALAGOINHAS),29019,RIBEIRA DO POMBAL,290160,BA - ANTAS,14752,Nordeste,NE,1,2022,Prefeitura Municipal de Antas,PMA,Local,Administração pública direta,Res. Sólidos ,,30552.23,3.37,98.91,,,1.39,98.61,1.39,,63.72,,,100.0,2449.41,,,0.87,190.38,39.81,8.33,65.22,53.33,1.34,,,,,,,,,,,,,,100.0,,,,,59.1,76.39,,,13.89
2,Nordeste,29,BA,2913,NORTE - (NRS - JUAZEIRO),29024,SENHOR DO BONFIM,290180,BA - ANTONIO GONCALVES,10862,Nordeste,NE,1,2022,Prefeitura Municipal de Antônio Gonçalves,PMAG,Local,Administração pública direta,Res. Sólidos ,,36437.4,3.71,54.94,,,74.42,25.58,0.0,,93.29,,,100.0,580.89,,,,355.68,54.94,25.58,,,0.65,,,4.96,,,25.0,25.0,25.0,0.0,25.0,,,,0.0,,,,,43.47,67.44,,,6.98
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29003,BRUMADO,290200,BA - ARACATU,13936,Nordeste,NE,1,2022,Prefeitura Municipal de Aracatu,PMA,Local,Administração pública direta,Res. Sólidos ,,31302.68,2.91,51.63,,,58.93,41.07,8.93,,37.31,,,39.09,1353.83,,,1.15,55.6,10.75,14.29,,54.79,1.79,,,,,,,,,,,,,,57.14,,,,,74.58,62.5,,,12.5
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29025,SERRINHA,290210,BA - ARACI,48294,Nordeste,NE,2,2022,Prefeitura Municipal de Araci,PMA,Local,Administração pública direta,Res. Sólidos ,,68940.17,5.45,98.76,,,1.71,98.29,18.8,,95.74,,,100.0,1144.83,,,,,,20.51,0.12,,0.51,,,,,,,,,,,,,,100.0,,,,,,28.21,,,32.48
2,Nordeste,29,BA,2914,NORDESTE (NRS - ALAGOINHAS),29001,ALAGOINHAS,290220,BA - ARAMARI,9833,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE ARAMARI,PMA,Local,Administração pública direta,Res. Sólidos ,,25931.62,0.22,7.54,,,100.0,0.0,0.0,,48.68,,,0.0,2519.17,,,,32.89,100.0,100.0,18.26,,1.81,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29009,ILHEUS,290225,BA - ARATACA,10191,Nordeste,NE,1,2022,Prefeitura Municipal de Arataca,PMA,Local,Administração pública direta,Res. Sólidos ,,21960.0,2.12,100.0,,,0.0,100.0,2.63,,67.71,,,100.0,426.08,,,0.37,164.66,28.95,28.95,2.39,55.9,0.58,,,,,,,,,,,,,2.39,100.0,,,,,55.26,55.26,,,13.16
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29022,SANTO ANTONIO DE JESUS,290230,BA - ARATUIPE,8677,Nordeste,NE,1,2022,MUNICIPIO DE ARATUIPE,PMA,Local,Administração pública direta,Res. Sólidos ,,33152.24,2.33,,,,51.72,48.28,10.34,,73.93,,,100.0,920.13,,,,,,17.24,104.17,,0.61,,,,,,,,,,,,,0.14,0.0,,,,,,41.38,,,31.03
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29012,ITABUNA,290240,BA - AURELINO LEAL,11179,Nordeste,NE,1,2022,Prefeitura Municipal de Aurelino Leal,PMAL,Local,Administração pública direta,Res. Sólidos ,,22500.0,1.38,0.0,,,100.0,0.0,,,22.36,,,0.0,,,,,200.0,33.33,,6.67,,0.82,,,,,,,,,,,,,,,,,,,33.33,,,,
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29006,FEIRA DE SANTANA,290260,BA - BAIXA GRANDE,18220,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE BAIXA GRANDE,PMBG,Local,Administração pública direta,Res. Sólidos ,,28016.0,2.24,90.41,,,7.41,92.59,5.56,,70.94,,,100.0,729.74,,,1.34,105.95,52.79,61.11,,18.84,1.6,,,,,,,,,,,,,0.02,50.0,,,,,18.36,11.11,,,11.11
2,Nordeste,29,BA,2914,NORDESTE (NRS - ALAGOINHAS),29019,RIBEIRA DO POMBAL,290265,BA - BANZAE,11958,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE BANZAÊ,PMB,Local,Administração pública direta,Res. Sólidos ,,66823.99,3.45,100.0,,,0.0,100.0,3.33,,94.29,,,100.0,2738.48,,,,80.24,24.02,23.33,,,1.46,,,,,,,,,,,,,,100.0,,,,,33.66,30.0,,,40.0
2,Nordeste,29,BA,2912,OESTE (NBS - BARREIRAS),29008,IBOTIRAMA,290270,BA - BARRA,51092,Nordeste,NE,2,2022,PREFEITURA MUNICIPAL DA BARRA,PMB,Local,Administração pública direta,Res. Sólidos ,,,2.02,100.0,,,,,,,45.02,,,100.0,,,,,259.29,61.99,,6.58,,1.3,,,,,,,,,,,,,0.03,,,,,,28.9,,,,
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29003,BRUMADO,290280,BA - BARRA DA ESTIVA,26026,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE BARRA DA ESTIVA,PMBE,Local,Administração pública direta,Res. Sólidos ,,14292.49,1.74,62.91,,,29.9,70.1,3.09,,54.88,,,100.0,3079.87,,,1.66,11.8,7.38,9.28,,0.42,1.66,,,,,,,,,,,,,0.07,67.5,,,,,91.4,82.47,,,5.15
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29028,VITORIA DA CONQUISTA,290290,BA - BARRA DO CHOCA,36539,Nordeste,NE,2,2022,Prefeitura de Barra do Choça,PMBC,Local,Administração pública direta,Res. Sólidos ,,37736.84,0.62,71.13,,,0.0,100.0,10.53,,95.79,,,66.67,580.89,,,,300.0,83.68,57.89,,,0.23,,,,,,,,,,,,,,,,,,,4.18,0.0,,,31.58
2,Nordeste,29,BA,2918,CENTRO - NORTE (NRS - JACOBINA),29010,IRECE,290300,BA - BARRA DO MENDES,13836,Nordeste,NE,1,2022,Secretaria de Meio Ambiente,SEMA,Local,Administração pública direta,Res. Sólidos ,,53913.4,4.3,,1.0,,11.11,88.89,,,44.78,,,100.0,,,,,,,,49.0,,1.59,,,,,,,,,,,,,0.33,,,,,,,,,,
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29015,JEQUIE,290310,BA - BARRA DO ROCHA,5775,Nordeste,NE,1,2022,Prefeitura Municipal de Barra do Rocha,PMBR,Local,Administração pública direta,Res. Sólidos ,,44793.78,3.45,77.68,,,40.0,60.0,,,86.81,,,100.0,,,,0.98,,,,9.05,16.67,1.15,,,,,,,,,,,,,0.06,,,,,,,,,,
2,Nordeste,29,BA,2912,OESTE (NBS - BARREIRAS),29002,BARREIRAS,290320,BA - BARREIRAS,159734,Nordeste,NE,3,2022,Secretaria de Infra-Estrutura,SEINFRA,Local,Administração pública direta,Res. Sólidos ,,102693.16,2.92,,,,0.0,100.0,,,100.0,,,100.0,,,,,,,,,,0.45,,,0.3,,,25.0,37.5,25.0,0.0,12.5,,,,,,,,,,,,,
2,Nordeste,29,BA,2918,CENTRO - NORTE (NRS - JACOBINA),29010,IRECE,290323,BA - BARRO ALTO,13453,Nordeste,NE,1,2022,Secretari Municipal de Meio Ambiente e Desemvolvimento Sustentável,SMMADS,Local,Administração pública direta,Res. Sólidos ,,,7.66,0.0,,,,,,,55.61,,,0.0,1853.04,,,,275.86,49.76,10.2,3.48,,1.06,,,,,,,,,,,,,,0.0,,,,,31.58,40.82,,,4.08
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29028,VITORIA DA CONQUISTA,290350,BA - BELO CAMPO,18412,Nordeste,NE,1,2022,Prefeitura Municipal de Belo Campo,PMBC,Local,Administração pública direta,Res. Sólidos ,,48431.66,1.85,0.78,,,100.0,0.0,3.57,,51.25,,,14.73,2261.27,,,1.67,99.23,46.61,32.14,40.16,29.91,2.17,,,7.87,,,,,,,,,,0.06,0.0,,,,,45.12,50.0,,,7.14
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29025,SERRINHA,290360,BA - BIRITINGA,15146,Nordeste,NE,1,2022,MUNICÍPIO DE BIRITINGA,BRT,Local,Administração pública direta,Res. Sólidos ,,24666.67,1.97,100.0,,,0.0,100.0,,,33.01,,,100.0,,,,1.15,476.19,90.09,,,0.0,1.15,,,,,,,,,,,,,0.48,,,,,,6.31,,,,
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29015,JEQUIE,290370,BA - BOA NOVA,13690,Nordeste,NE,1,2022,Prefeitura Municipal de Boa Nova,PMBN,Local,Administração pública direta,Res. Sólidos ,,24000.0,4.01,,,,2.33,97.67,4.65,,61.31,,,100.0,289.14,,,,,,9.3,,,0.12,,,,,,,,,,,,,,100.0,,,,,,55.81,,,25.58
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29011,ITABERABA,290380,BA - BOA VISTA DO TUPIM,16873,Nordeste,NE,1,2022,Prefeitura Municipal de Boa Vista do Tupim,PMBVT,Local,Empresa pública,Res. Sólidos ,,13087.83,1.71,55.19,,,46.24,53.76,5.38,,65.64,,,100.0,709.82,,,1.07,65.46,27.48,24.73,0.02,18.01,1.26,,,0.22,,,27.27,18.18,36.36,9.09,9.09,,,0.02,45.45,,,,,26.29,23.66,,,9.68
2,Nordeste,29,BA,2912,OESTE (NBS - BARREIRAS),29021,SANTA MARIA DA VITORIA,290390,BA - BOM JESUS DA LAPA,65550,Nordeste,NE,2,2022,Prefeitura Municipal de Bom Jesus da Lapa,PM,Local,Administração pública direta,Res. Sólidos ,,38500.0,2.02,0.0,,,100.0,0.0,4.17,,81.24,,,26.53,1060.7,,,,144.58,25.97,20.83,36.73,,0.5,,,,,,,,,,,,,0.1,0.0,,,,,51.95,66.67,,,8.33
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29028,VITORIA DA CONQUISTA,290395,BA - BOM JESUS DA SERRA,9730,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE BOM JESUS DA SERRA,BA,Local,Administração pública direta,Res. Sólidos ,,,3.2,0.0,,,,,,,54.16,,,0.0,,,,,320.47,27.76,0.0,,,0.57,,,,,,,,,,,,,,,,,,,30.61,0.0,,,0.0
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29023,SEABRA,290400,BA - BONINAL,13622,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE BONINAL,PMB,Local,Administração pública direta,Res. Sólidos ,,,4.6,74.9,0.91,,,,,,70.42,,,93.53,2252.4,,,,400.46,74.9,12.24,46.19,,1.24,,,,,,,,,,,,,0.02,33.33,46.15,43.66,1.38,,25.1,61.22,,,20.41
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29007,GUANAMBI,290420,BA - BOTUPORA,11024,Nordeste,NE,1,2022,Prefeitura Municipal de Botuporã,PMB,Local,Administração pública direta,Res. Sólidos ,,31562.7,2.12,,,,100.0,0.0,,,57.6,,,9.49,,,,,,,,,,0.47,,,1.09,,,25.0,41.67,8.33,25.0,0.0,,,,,,,,,,,,,
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29015,JEQUIE,290430,BA - BREJOES,12943,Nordeste,NE,1,2022,Prefeitura Municipal de Brejões,PMB,Local,Administração pública direta,Res. Sólidos ,,,3.39,9.72,,,,,,,73.4,,,61.64,685.96,,,,249.45,43.61,26.98,11.51,,1.05,,,,,,,,,,,,,0.01,0.0,,,,,44.64,47.62,,,17.46
2,Nordeste,29,BA,2912,OESTE (NBS - BARREIRAS),29008,IBOTIRAMA,290450,BA - BROTAS DE MACAUBAS,11765,Nordeste,NE,1,2022,Prefeitura Municipal de Brotas de Macaúbas,PMBM,Local,Administração pública direta,Res. Sólidos ,,,1.14,,,,,,,,56.35,,,25.0,1277.96,,,,,,20.0,200.0,,0.83,,,,,,,,,,,,,,0.0,,,,,,40.0,,,20.0
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29003,BRUMADO,290460,BA - BRUMADO,70510,Nordeste,NE,2,2022,Prefeitura Municipal de Brumado,PMB,Local,Administração pública direta,Res. Sólidos ,,56365.16,2.16,100.0,,,0.0,100.0,3.64,,81.83,,,100.0,2968.58,,,,111.47,40.46,21.82,,,1.07,,,1.57,,,73.66,18.19,5.04,1.7,1.41,,,0.04,100.0,,,,,55.63,36.36,,,27.27
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29012,ITABUNA,290470,BA - BUERAREMA,14804,Nordeste,NE,1,2022,Prefeitura Municipal de Buerarema,PMB,Local,Administração pública direta,Res. Sólidos ,,6040.28,2.42,17.22,,,100.0,0.0,0.0,,67.55,,,14.88,71.57,,,,148.81,27.59,50.0,,,0.18,,,,,,,,,,,,,1.49,0.0,,,,,27.59,33.33,,,16.67
2,Nordeste,29,BA,2912,OESTE (NBS - BARREIRAS),29008,IBOTIRAMA,290475,BA - BURITIRAMA,19589,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE BURITIRAMA,PMB,Local,Administração pública direta,Res. Sólidos ,,19309.82,1.06,8.64,,,100.0,0.0,,,40.18,,,0.0,,,,,98.89,23.64,,,,0.63,,,,,,,,,,,,,0.44,,,55.77,,,67.72,,,,
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29013,ITAPETINGA,290480,BA - CAATIBA,6205,Nordeste,NE,1,2022,Prefeitura Municipal de Caatiba,PMC,Local,Administração pública direta,Res. Sólidos ,,26495.6,1.73,1.64,,,100.0,0.0,5.0,,93.71,,,0.0,766.77,,,,157.3,42.75,30.0,,,0.68,,,2.64,,,63.16,31.58,5.26,0.0,0.0,,,0.07,0.0,,,,,52.31,50.0,,,10.0
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29005,CRUZ DAS ALMAS,290485,BA - CABACEIRAS DO PARAGUACU,16559,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE CABACEIRAS DO PARAGUAÇU,PMCP,Local,Administração pública direta,Res. Sólidos ,,47500.0,5.99,48.18,,,40.38,59.62,17.31,,49.52,,,62.5,2268.37,,,,197.18,56.68,19.23,0.37,,2.67,,,,,,,,,,,,,0.11,70.0,,,,,15.38,19.23,,,15.38
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29007,GUANAMBI,290500,BA - CACULE,22462,Nordeste,NE,1,2022,Prefeitura Municipal de Caculé,PMC,Local,Administração pública direta,Res. Sólidos ,,23640.0,3.24,92.89,,,2.0,98.0,2.0,,62.33,,,9.22,524.49,,,,276.5,25.38,12.0,,,0.21,,,2.95,,,62.5,15.62,9.37,6.25,6.25,,,1.11,100.0,,,,,65.48,44.0,,,20.0
2,Nordeste,29,BA,2918,CENTRO - NORTE (NRS - JACOBINA),29014,JACOBINA,290510,BA - CAEM,10384,Nordeste,NE,1,2022,Prefeitura Municipal de Caém,PMC,Local,Administração pública direta,Res. Sólidos ,,26093.38,2.34,97.72,,,2.63,97.37,0.0,,34.19,,,100.0,241.07,,,,464.9,38.92,28.95,103.61,,0.64,,,,,,,,,,,,,0.25,100.0,,,,,58.38,42.11,,,28.95
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29007,GUANAMBI,290520,BA - CAETITE,52012,Nordeste,NE,2,2022,SECRETARIA MUNICIPAL DE MEIO AMBIENTE E LIMPEZA PÚBLICA,SEMMA,Local,Administração pública direta,Res. Sólidos ,,,0.53,4.23,,,,,,,100.0,,,13.64,137.96,,,0.08,293.73,59.04,22.34,,37.5,0.12,,,11.36,,18.75,60.0,24.0,16.0,0.0,0.0,,,,0.0,,,,,8.66,53.3,,,14.72
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29012,ITABUNA,290560,BA - CAMACAN,22579,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE CAMACÃ,PMC,Local,Administração pública direta,Res. Sólidos ,,,4.06,1.48,,,,,,,83.04,,,0.45,1233.56,,,,185.39,38.68,17.76,12.92,,1.07,,,0.15,,,41.67,29.63,2.78,4.63,21.3,,,0.65,0.0,,,,,44.99,59.81,,,6.54
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29004,CAMACARI,290570,BA - CAMACARI,300372,Nordeste,NE,4,2022,Limpec - Limpeza Pública de Camaçari,LIMPEC,Local,Empresa pública,Res. Sólidos ,,89924.99,3.98,97.83,44.8,,2.9,97.1,9.29,,97.91,,,100.0,2604.39,,,,181.76,29.41,17.85,98.81,,0.93,,,0.06,,,33.87,8.51,1.77,32.45,23.4,,,0.26,100.0,100.0,197.04,,,32.81,38.32,,,21.92
2,Nordeste,29,BA,2913,NORTE - (NRS - JUAZEIRO),29016,JUAZEIRO,290590,BA - CAMPO ALEGRE DE LOURDES,30671,Nordeste,NE,2,2022,Prefeitura Municipal Campo Alegre de Lourdes,PM,Local,Administração pública direta,Res. Sólidos ,,94564.27,1.38,,,,100.0,0.0,13.33,,53.14,,,0.02,6391.05,,,,,,33.33,0.03,,1.68,,,,,,,,,,,,,0.0,0.0,,,,,,33.33,,,20.0
2,Nordeste,29,BA,2912,OESTE (NBS - BARREIRAS),29021,SANTA MARIA DA VITORIA,290610,BA - CANAPOLIS,10225,Nordeste,NE,1,2022,Prefeitura Municipal de Canápolis,PMC,Local,Administração pública direta,Res. Sólidos ,,54728.47,1.51,100.0,,,0.0,100.0,0.0,,63.57,,,100.0,852.4,,,,231.23,46.97,41.67,,,0.56,,,,,,,,,,,,,,100.0,,,,,47.7,58.33,,,0.0
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29006,FEIRA DE SANTANA,290640,BA - CANDEAL,7772,Nordeste,NE,1,2022,Prefeitura Municipal de Candeal,PMC,Local,Administração pública direta,Res. Sólidos ,,24545.45,5.68,,,,100.0,0.0,9.09,,100.0,,,6.25,287.54,,,,,,22.73,0.1,,0.34,,,4.79,,,39.13,41.3,2.17,8.7,8.7,,,0.19,0.0,,,,,,45.45,,,22.73
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29020,SALVADOR,290650,BA - CANDEIAS,72382,Nordeste,NE,2,2022,Secretaria Municipal de Serviços Públicos,SESP,Local,Administração pública direta,Res. Sólidos ,,94345.8,4.45,100.0,14.09,,0.0,100.0,,,97.4,,,100.0,,,,,229.2,52.13,,154.99,,1.42,,,,,,,,,,,,,,,100.0,134.02,,,27.16,,,,
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29007,GUANAMBI,290660,BA - CANDIBA,13016,Nordeste,NE,1,2022,Prefeitura Municipal de Candiba,BA,Local,Administração pública direta,Res. Sólidos ,,49480.71,10.0,44.38,,,0.0,100.0,,,58.39,,,79.89,,,,,,,,,,0.91,,,0.76,,,78.95,15.79,5.26,0.0,0.0,,,,,,,,,,,,,
