-,-,-,-,-,-,-,-,-,-,-,-,-,IN002,IN003,IN004,IN007,IN008,IN010,IN015,IN017,IN018,IN023,IN024,IN025,IN028,IN037,IN041,IN046,IN047,IN052
291410,2914109,Ipupiara,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Ipupiara,PMI,Local,Administração pública direta,Res. Sólidos ,38365.71,4.17,100,0,100,4.76,68.44,100,1380.19,50.5,16.25,28.57,2.09,,100,27.08,47.62,16.67
230600,2306009,Iracema,CE,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE IRACEMA,PMI,Local,Administração pública direta,Res. Sólidos ,24266.67,1.92,0,100,0,3.33,92.85,0,692.23,128.21,34.34,30,0.41,0.51,0,61.81,50,13.33
140028,1400282,Iracema,RR,Norte,N ,1,2022,Prefeitura Municipal de Iracema,PMI,Local,Administração pública direta,Res. Sólidos ,,2.4,0,,,,51.46,0,259.58,461.54,62.5,47.06,0.35,,0,20.83,23.53,11.76
411065,4110656,Iracema do Oeste,PR,Sul,S ,1,2022,Prefeitura Municipal de Iracema do Oeste,pmio,Local,Administração pública direta,Res. Sólidos ,25243.45,1.74,61.55,35.71,64.29,14.29,98.16,48.94,511.18,118.34,31.48,21.43,1.12,0.11,100,27.35,21.43,21.43
352140,3521408,Iracemápolis,SP,Sudeste,SE,1,2022,Prefeitura Municipal de Iracemápolis,PMI,Local,Administração pública direta,Res. Sólidos ,38963.05,2.07,100,34.33,65.67,10.45,97.05,100,1706.71,268.34,54.91,14.93,0.69,,100,19.63,14.93,14.93
420775,4207759,Iraceminha,SC,Sul,S ,1,2022,Prefeitura Municipal de Iraceminha,PMI,Local,Administração pública direta,Res. Sólidos ,82500,1.29,100,0,100,0,33.79,97.96,823.48,305.88,95.56,100,2.1,0.19,,0,0,0
431050,4310504,Iraí,RS,Sul,S ,1,2022,PREFEITURA DE IRAÍ,PM IRAÍ,Local,Administração pública direta,Res. Sólidos ,30715.97,2.45,29.23,82.61,17.39,8.7,61.24,87.66,221.98,465.34,64.07,60.87,0.58,,0,35.39,21.74,8.7
313160,3131604,Iraí de Minas,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Iraí de Minas,PMIM,Local,Administração pública direta,Res. Sólidos ,5666.67,17,,100,0,0,100,1.74,253.04,,,33.33,0.15,,0,,33.33,33.33
291420,2914208,Irajuba,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Irajuba,PMI,Local,Administração pública direta,Res. Sólidos ,28566.67,3.06,100,0,100,6.67,98.34,40,479.23,112,16.34,16.67,0.57,0.24,100,81.68,33.33,16.67
291430,2914307,Iramaia,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Iramaia,PMI,Local,Administração pública direta,Res. Sólidos ,23760,1.03,0,100,0,,83.71,0,,,,,0.15,,,,,
130185,1301852,Iranduba,AM,Norte,N ,2,2022,SECRETARIA MUNICIPAL DE INFRAESTRUTURA E PLANEJAMENTO URBANO,SEMPLURB,Local,Administração pública direta,Res. Sólidos ,,1.82,,,,,55.04,100,,,,,2.98,,,,,
420780,4207809,Irani,SC,Sul,S ,1,2022,Município de Irani,PMI,Local,Administração pública direta,Res. Sólidos ,43353.8,1.62,80.82,18.18,81.82,4.55,93.18,100,1496.49,404.68,79.49,18.18,0.54,,0,19.18,9.09,22.73
352150,3521507,Irapuã,SP,Sudeste,SE,1,2022,Prefeitura do Municpio de Irapuã,PMI,Local,Administração pública direta,Res. Sólidos ,25457.14,0.72,7.32,100,0,20,89.98,0,1390.84,90.33,92.68,60,1.16,0.02,,0,0,20
352160,3521606,Irapuru,SP,Sudeste,SE,1,2022,Prefeitura Municipal de Irapuru,PMI,Local,Administração pública direta,Res. Sólidos ,,3,,,,,97.78,8.21,,,,,0.71,0.45,,,,
291440,2914406,Iraquara,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Iraquara,PMI,Local,Administração pública direta,Res. Sólidos ,31404.39,5.49,0.8,100,0,2.02,32.04,0,1351.68,84.77,15,13.13,1.97,0.03,0,75.78,72.73,12.12
291450,2914505,Irará,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Irará,PMI,Local,Administração pública direta,Res. Sólidos ,,4.07,4.45,,,,53.49,0,,84.7,39.26,,2.37,0.3,,56.29,,
411070,4110706,Irati,PR,Sul,S ,2,2022,Secretaria Municipal de Meio Ambiente,SMMA,Local,Administração pública direta,Res. Sólidos ,85185.33,1.82,85,43.64,56.36,9.09,79.94,100,1532.54,238.53,50.96,34.55,0.58,0.13,,14.91,0,23.64
420785,4207858,Irati,SC,Sul,S ,1,2022,Prefeitura Municipal de Irati,PMI,Local,Administração pública direta,Res. Sólidos ,65412.67,1,100,0,100,0,36.25,100,287.54,677.25,93.18,100,0.99,,,0,0,0
230610,2306108,Irauçuba,CE,Nordeste,NE,1,2022,SECRETARIA DE INFRAESTRUTURA,SEINFRA,Local,Administração pública direta,Res. Sólidos ,20514.9,0.94,100,0,100,7.41,86.04,100,3103.3,59.69,94.21,33.33,2.33,3,100,3.62,40.74,9.26
291460,2914604,Irecê,BA,Nordeste,NE,2,2022,SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS,SISP,Local,Administração pública direta,Res. Sólidos ,33308.51,2.38,100,0,100,4.44,100,100,3874.39,80.32,56.86,19.44,1.56,,100,27.08,41.11,9.44
411080,4110805,Iretama,PR,Sul,S ,1,2022,Prefeitura Municipal de Iretama,PMI,Local,Administração pública direta,Res. Sólidos ,34500,1.64,6.52,100,0,10,58.23,0,579.87,189.39,39.86,40,0.64,0.17,0,17.39,20,10
420790,4207908,Irineópolis,SC,Sul,S ,1,2022,PREFEITURA MUNICIPAL DE IRINEÓPOLIS,PMI,Local,Administração pública direta,Res. Sólidos ,,0.98,28.61,,,,43.75,0,1022.36,220.83,33.69,60,0.58,0.55,,31.13,0,0
320265,3202652,Irupi,ES,Sudeste,SE,1,2022,Prefeitura Municipal de Irupi,PMI,Local,Administração pública direta,Res. Sólidos ,36931.89,1.38,85.93,21.74,78.26,8.7,43.14,11.86,561.95,39.92,8.44,39.13,0.83,0.18,100,36.78,43.48,4.35
220490,2204907,Isaías Coelho,PI,Nordeste,NE,1,2022,Prefeitura Municipal de Isaías Coelho,PMIC,Local,Administração pública direta,Res. Sólidos ,110017.54,1.67,79.84,100,0,,25.05,100,,264.19,91.73,,2.69,,,5.18,,
521030,5210307,Israelândia,GO,Centro-Oeste,CO,1,2022,PREFEITURA MUNICIPAL DE ISRAELANDIA,PMI,Local,Administração pública direta,Res. Sólidos ,13270.15,1.45,,100,0,,77.38,0,,,,,0.28,0.5,,,,
420800,4208005,Itá,SC,Sul,S ,1,2022,Prefeitura do Município de Itá,PMI,Local,Administração pública direta,Res. Sólidos ,,8.92,49.05,,,,73.58,100,854.22,905.08,31.52,9.59,1.04,0.05,100,16,27.4,15.07
431053,4310538,Itaara,RS,Sul,S ,1,2022,Prefeitura Municipal de Itaara,PMI,Local,Administração pública direta,Res. Sólidos ,61317.45,1.39,100,28.57,71.43,28.57,86.15,0,1105.11,258.08,62.39,42.86,0.59,,100,0,28.57,0
280290,2802908,Itabaiana,SE,Nordeste,NE,3,2022,Secretaria das Obras e dos Serviços Públicos,SEOSP,Local,Administração pública direta,Res. Sólidos ,47518.61,6.83,56.21,100,0,,87.97,1.97,,49.46,5.6,,0.63,,,38.19,,
280300,2803005,Itabaianinha,SE,Nordeste,NE,2,2022,Prefeitura Municipal de Itabaianinha,PMI,Local,Administração pública direta,Res. Sólidos ,20937.43,0.84,100,0,100,3.85,70.83,100,4259.85,31.97,36.12,17.31,1.17,0.02,100,59.39,42.31,28.85
291465,2914653,Itabela,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Itabela,PMI,Local,Administração pública direta,Res. Sólidos ,75411.97,7.19,100,0,100,7.78,73.85,99.97,369.81,498.69,23.81,31.11,0.43,,100,48.79,35.56,5.56
352170,3521705,Itaberá,SP,Sudeste,SE,1,2022,Prefeitura Municipal de Itaberá,PMI,Local,Administração pública direta,Res. Sólidos ,62135.21,1.56,2.92,100,0,12,88.97,44.12,3057.96,109.3,71.77,28,1.75,0.03,0,25.31,28,12
291470,2914703,Itaberaba,BA,Nordeste,NE,2,2022,PREFEITURA MUNICIPAL,PMI,Local,Administração pública direta,Res. Sólidos ,22052.44,0.88,0,39.51,60.49,4.94,99.34,25,3194.89,29.75,24.98,18.52,0.85,,100,35.38,49.38,24.69
521040,5210406,Itaberaí,GO,Centro-Oeste,CO,2,2022,Secretaria Municipal de Infraestrutura e Habitação,SMIH,Local,Administração pública direta,Res. Sólidos ,24117.61,2.83,100,0,100,,89.64,0,,56.39,26.65,,1.55,0.15,,72.47,,
280310,2803104,Itabi,SE,Nordeste,NE,1,2022,SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE,SEMA,Local,Administração pública direta,Res. Sólidos ,41762.43,2.75,0.39,100,0,,77.98,0,,171.67,16.44,,0.44,,,83.01,,
313170,3131703,Itabira,MG,Sudeste,SE,3,2022,ITAURB - Empresa de Desenvolvimento de Itabira,ITAURB,Local,Empresa pública,Res. Sólidos ,78316.12,4.41,7.3,93.31,6.69,6.88,96.68,0,1518.25,181.63,20.02,18.16,1.13,0.06,0,25.71,27.72,23.14
313180,3131802,Itabirinha,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Itabirinha,PMI,Local,Administração pública direta,Res. Sólidos ,14850,0.85,,100,0,,54.04,2.32,,,,,0.21,,,,,
313190,3131901,Itabirito,MG,Sudeste,SE,2,2022,Prefeitura Municipal de Itabirito,PMI,Local,Administração pública direta,Res. Sólidos ,232412.15,0.97,8.56,8.33,91.67,8.33,96.85,100,2907.59,194.03,53.47,66.67,0.81,0.39,,6.45,0,0
330190,3301900,Itaboraí,RJ,Sudeste,SE,3,2022,Secretaria Municipal de Serviços Públicos,SEMSP,Local,Administração pública direta,Res. Sólidos ,65384.59,2.75,100,18.05,81.95,4.01,97,100,1999.45,328.77,56,17.79,0.56,0.24,100,39.77,53.13,17.54
291480,2914802,Itabuna,BA,Nordeste,NE,3,2022,PREFEITURA MUNICIPAL DE ITABUNA,PMI,Local,Administração pública direta,Res. Sólidos ,471356.16,3.69,100,0,100,,96.91,100,,154.24,74.47,,2,0,,23.16,,
171050,1710508,Itacajá,TO,Norte,N ,1,2022,SECRETARIA MUNICIPAL DE MEIO AMBIENTE,SEMMA,Local,Administração pública direta,Res. Sólidos ,11025.72,1.06,,100,0,,59.8,0.18,,,,,1.47,0.18,,,,
313200,3132008,Itacambira,MG,Sudeste,SE,1,2022,Secretaria Municipal De Serviços Urbanos,SMSU,Local,Administração pública direta,Res. Sólidos ,18310.2,1.83,,100,0,,18.41,0,,,,,0.66,0.64,,,,
291490,2914901,Itacaré,BA,Nordeste,NE,1,2022,SECRETARIA DE DESENVOLVIMENTO URBANO,SEDUR,Local,Administração pública direta,Res. Sólidos ,37559.31,4.69,7.62,90.48,9.52,4.76,72.19,0,1135.96,178.5,36.21,21.43,1.32,,0,41.99,54.76,19.05
130190,1301902,Itacoatiara,AM,Norte,N ,3,2022,PREFEITURA MUNICIPAL DE ITACOATIARA,PMI,Local,Administração pública direta,Res. Sólidos ,49109.98,7.08,6.92,100,0,6.9,67.12,0.07,2171.16,254.44,93.08,26.44,1.23,0.2,0,0,28.16,31.03
431055,4310553,Itacurubi,RS,Sul,S ,1,2022,Prefeitura Municipal de Itacurubi,PMI,Local,Administração pública direta,Res. Sólidos ,18070.44,0.78,,9.09,90.91,18.18,34.42,80,85.2,,,27.27,0.21,1.25,100,,27.27,27.27
291500,2915007,Itaeté,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Itaetê,PMI,Local,Administração pública direta,Res. Sólidos ,41289.63,5.68,100,0,100,1.92,74.23,100,1277.96,75,11.18,15.38,0.88,,100,42.53,30.77,26.92
291510,2915106,Itagi,BA,Nordeste,NE,1,2022,SECRETARIA MUNICPAL DE INFRAESTRUTURA,INFRA,Local,Administração pública direta,Res. Sólidos ,20202.02,5.88,,100,0,,79.55,0,,,,,0.8,2.81,,,,
320270,3202702,Itaguaçu,ES,Sudeste,SE,1,2022,Secretaria Muncipal de Infraestrutura e Desenvolvimento Urbano,SMIDU,Local,Administração pública direta,Res. Sólidos ,27195.81,2.81,34.81,100,0,,90.75,13.84,,311.17,39.99,,0.48,0.36,,55.15,,
291535,2915353,Itaguaçu da Bahia,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Itaguaçu da    Bahia,PMIB,Local,Administração pública direta,Res. Sólidos ,193500,1.9,100,0,100,,74.58,90.91,,454.55,86.13,,0.66,0.18,,8.61,,
330200,3302007,Itaguaí,RJ,Sudeste,SE,3,2022,Secretaria Municipal de Ordem Pública e Limpeza Urbana,SMOPLU,Local,Administração pública direta,Res. Sólidos ,111558.14,9.62,100,0,100,0.41,100,100,2704.37,87.56,18.37,27.64,1.35,0.15,100,81.63,56.91,8.94
411090,4110904,Itaguajé,PR,Sul,S ,1,2022,Prefeitura Municipal de Itaguajé,PM,Local,Administração pública direta,Res. Sólidos ,30621.59,4.77,0,100,0,,79.74,0,,88.66,20.22,,0.7,,,57.51,,
313220,3132206,Itaguara,MG,Sudeste,SE,1,2022,SERVIÇO AUTONOMO DE AGUA E ESGOTO,SAAE,Local,Autarquia,Res. Sólidos ,37264.19,3.64,0,100,0,0,95,0,1131.49,105.24,16.67,16.67,0.52,0.16,0,34.52,45.24,35.71
521056,5210562,Itaguari,GO,Centro-Oeste,CO,1,2022,Prefeitura Municipal de Itaguari,PMI,Local,Administração pública direta,Res. Sólidos ,46174.76,1.78,,100,0,,87.51,0,,,,,0.67,,,,,
521060,5210604,Itaguaru,GO,Centro-Oeste,CO,1,2022,"SECRETARIA MUNICIPAL DE INFRAESTRUTURA, MEIO AMBIENTE E RECURSOS HÍDRICOS",SEMMARH,Local,Administração pública direta,Res. Sólidos ,32893.56,2.19,0,100,0,6.67,87.91,0,1861.98,134.36,47.61,20,1.11,0.11,0,52.39,73.33,0
171070,1710706,Itaguatins,TO,Norte,N ,1,2022,Prefeitura Municipal de Itaguatins,PMI,Local,Administração pública direta,Res. Sólidos ,66357.91,2.66,,100,0,,56.5,0.2,,,,,0.96,,,,,
352180,3521804,Itaí,SP,Sudeste,SE,1,2022,Secretaria Municipal de Meio Ambiente,SEMMA,Local,Administração pública direta,Res. Sólidos ,,1.9,0,,,,88.84,20.74,642.17,384.11,72.56,53.49,0.71,,0,15.88,16.28,13.95
260750,2607505,Itaíba,PE,Nordeste,NE,2,2022,Prefeitura Municipal de Itaíba,PMI,Local,Administração pública direta,Res. Sólidos ,81333.33,1.77,3.69,100,0,0,37.96,0,1277.96,333.33,81.97,50,0.55,0.04,0,14.34,50,0
230620,2306207,Itaiçaba,CE,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE ITAIÇABA-SECRETARIA DE INFRAESTRUTURA,PMI-SEINFRA,Local,Administração pública direta,Res. Sólidos ,42181.04,2.52,100,0,100,4.55,99.52,0,1391.76,211.06,89.17,40.91,1.43,0.12,100,4.7,9.09,9.09
220500,2205003,Itainópolis,PI,Nordeste,NE,1,2022,Prefeitura Municipal de Itainópolis,PMI,Local,Administração pública direta,Res. Sólidos ,39520.66,2.44,,0,100,,58.39,92.34,,,,,0.47,,,,,
420810,4208104,Itaiópolis,SC,Sul,S ,1,2022,Prefeitura Municipal de Itaiópolis,PMI,Local,Administração pública direta,Res. Sólidos ,109757.58,1.7,0,35.71,64.29,14.29,47.62,100,1424.79,340.7,55.01,35.71,0.65,0.2,0,11.83,28.57,14.29
313230,3132305,Itaipé,MG,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE ITAIPÉ,PMI,Local,Administração pública direta,Res. Sólidos ,,2.06,0,,,,76.46,0,4153.35,30.77,11.43,7.14,0.89,0.77,0,71.43,35.71,50
411095,4110953,Itaipulândia,PR,Sul,S ,1,2022,Prefeitura Municipal de Itaipulândia,PMI,Local,Administração pública direta,Res. Sólidos ,34194.07,2.03,82.09,22.22,77.78,8.89,94.98,100,551.12,243.12,49.2,22.22,0.78,0.2,100,34.35,11.11,28.89
230625,2306256,Itaitinga,CE,Nordeste,NE,2,2022,"SECRETARIA MUNICIPAL DE INFRAESTRUTURA, OBRAS E SERVIÇOS PÚBLICOS",SEINFRA,Local,Administração pública direta,Res. Sólidos ,74950.22,3.39,100,0,100,1.19,93.24,100,3503.96,134.06,46.71,23.81,1,0.05,100,27.09,39.29,8.33
150360,1503606,Itaituba,PA,Norte,N ,3,2022,Secretaria Municipal de Infraestrutura,SEMINFRA,Local,Administração pública direta,Res. Sólidos ,,1.29,0,,,,44.22,0,,234.09,68.11,,0.84,0.15,,16.59,,
521080,5210802,Itajá,GO,Centro-Oeste,CO,1,2022,prefeitura municipal de Itajá,PMI,Local,Administração pública direta,Res. Sólidos ,58900,0.82,,66.67,33.33,,91.32,0,,,,,0.68,,,,,
240485,2404853,Itajá,RN,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE ITAJA,PMI,Local,Administração pública direta,Res. Sólidos ,269166.67,12.18,0.93,33.33,66.67,,99.97,0,,400,99.07,,1.5,0.02,,0,,
420820,4208203,Itajaí,SC,Sul,S ,4,2022,MUNICÍPIO DE ITAJAÍ,PMI,Local,Administração pública direta,Res. Sólidos ,,3.36,100,,,,100,100,,186.66,27.56,,0.84,0.59,,10.2,,
352190,3521903,Itajobi,SP,Sudeste,SE,1,2022,Departamento de Obras e Serviços,DOS,Local,Administração pública direta,Res. Sólidos ,53812.55,3.52,,83.87,16.13,6.45,82.61,74.07,568.69,,,32.26,0.74,0.44,0,,38.71,19.35
352200,3522000,Itaju,SP,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL,PMI,Local,Administração pública direta,Res. Sólidos ,36154.32,0.85,4.77,100,0,,100,0,,333.19,95.23,,0.47,,,0,,
313240,3132404,Itajubá,MG,Sudeste,SE,2,2022,Secretaria Municipal de Obras,SEMOB,Local,Administração pública direta,Res. Sólidos ,56577.1,1.45,100,0,100,5.26,89.04,100,2076.32,161.55,59.15,30.53,0.65,2.34,100,24.58,13.68,50.53
291540,2915403,Itaju do Colônia,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Itaju do Colônia,PMIC,Local,Administração pública direta,Res. Sólidos ,12299.18,0.95,66.32,20.69,79.31,,99.93,0,,,,,1.07,0.04,,,,
291550,2915502,Itajuípe,BA,Nordeste,NE,1,2022,Secretaria de Desenvolvimento Urbano,SEDUR,Local,Administração pública direta,Res. Sólidos ,48272.73,9.05,84.75,24.24,75.76,0,26.62,100,18.61,,,34.85,0.13,2.1,65.12,,65.15,0
330205,3302056,Italva,RJ,Sudeste,SE,1,2022,Secretaria Municipal do Ambiente e Limpeza Publica,SEMALP,Local,Administração pública direta,Res. Sólidos ,64630.14,4.39,,67.12,32.88,5.48,90.45,100,488.78,,,26.03,0.63,0.21,12.2,,56.16,2.74
291560,2915601,Itamaraju,BA,Nordeste,NE,2,2022,Prefeitura Municipal,PMI,Local,Administração pública direta,Res. Sólidos ,22497.55,3.51,0,59.26,40.74,,100,0,,117.47,70.59,,2.01,0.16,,28.98,,
313250,3132503,Itamarandiba,MG,Sudeste,SE,2,2022,Prefeitura Municipal de Itamarandiba,PMI,Local,Administração pública direta,Res. Sólidos ,,1.3,4.57,,,,79.88,0,1861.55,,,38.3,1.09,0.1,0,,34.04,6.38
130195,1301951,Itamarati,AM,Norte,N ,1,2022,PREFEITURA MUNICIPAL DE ITAMARATI,PMI,Local,Administração pública direta,Res. Sólidos ,,3.41,0,,,,54.85,0,928.65,63.89,32.47,23.81,1.99,,0,56.03,47.62,15.87
313260,3132602,Itamarati de Minas,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Itamarati de Minas,PMIM,Local,Administração pública direta,Res. Sólidos ,26366.07,2.96,42.27,48.39,51.61,9.68,80.14,0,340.79,434.62,51.05,29.03,0.89,0.04,60,33.37,32.26,22.58
291570,2915700,Itamari,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Itamari,PMI,Local,Administração pública direta,Res. Sólidos ,65811.54,3.35,,73.08,26.92,7.69,73.88,87.43,2862.62,,,11.54,1.41,,0,,53.85,15.38
313270,3132701,Itambacuri,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Itambacuri,PMI,Local,Administração pública direta,Res. Sólidos ,42350.52,6.99,,100,0,,82.94,2.68,,,,,0.94,,,,,
411100,4111001,Itambaracá,PR,Sul,S ,1,2022,PREFEITURA MUNICIPAL DE ITAMBARACÁ,PMI,Local,Administração pública direta,Res. Sólidos ,15115.38,1.31,66.28,100,0,7.69,75.3,0,465.54,98.53,25.57,26.92,0.63,,0,8.14,30.77,7.69
291580,2915809,Itambé,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Itambé,PMI,Local,Administração pública direta,Res. Sólidos ,53848.4,0.83,1.65,100,0,5,97.47,0,4162.14,103.63,50.14,20,0.6,0,0,37.06,60,10
260765,2607653,Itambé,PE,Nordeste,NE,2,2022,PREFEITURA MUNICIPAL DE ITAMBÉ,PMI,Local,Administração pública direta,Res. Sólidos ,12978.09,1.18,,100,0,,97.32,100,,,,,0.57,,,,,
411110,4111100,Itambé,PR,Sul,S ,1,2022,Departamento Municipal de Obras e Serviços Urbanos,OBRAS,Local,Administração pública direta,Res. Sólidos ,40226.28,1.39,30.62,66.67,33.33,0,94.89,0,1156.55,109.43,73.86,75,1.54,1.96,0,14.33,25,0
313280,3132800,Itambé do Mato Dentro,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Itambé do Mato Dentro - MG,PMIMD,Local,Administração pública direta,Res. Sólidos ,59780.96,4.66,14.92,45.45,54.55,0,61.62,0,239.62,605.77,13.82,18.18,0.31,,33.33,24.56,27.27,18.18
313290,3132909,Itamogi,MG,Sudeste,SE,1,2022,PREFEITURA MUNICPAL DE ITAMOGI,PMI,Local,Administração pública direta,Res. Sólidos ,63772.93,4.02,100,75,25,0,100,100,1313.45,482.61,100,32.14,0.94,0.07,0,0,32.14,21.43
313300,3133006,Itamonte,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Itamonte,PMI,Local,Administração pública direta,Res. Sólidos ,35652.05,1.05,0.94,45,55,15,98.53,0,1789.14,120.96,57,30,0.63,0.15,83.33,35.05,30,15
352210,3522109,Itanhaém,SP,Sudeste,SE,3,2022,Secretaria de Serviços e Urbanização,SESURB,Local,Administração pública direta,Res. Sólidos ,82826.86,6.03,64.52,79.9,20.1,7.57,95.96,99.91,2664.66,152.26,21.05,13.58,1.11,0.46,3.1,21.94,59.01,6.01
313310,3133105,Itanhandu,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Itanhandu,PMI,Local,Administração pública direta,Res. Sólidos ,39103.94,2.18,34.83,42.5,57.5,5,99.93,0,1432.96,175.91,30.26,15,0.48,,54.55,51.4,27.5,47.5
510454,5104542,Itanhangá,MT,Centro-Oeste,CO,1,2022,Prefeitura Municipal de Itanhanga,PMI,Local,Administração pública direta,Res. Sólidos ,42835.27,1.74,71.21,13.33,86.67,6.67,53.6,100,609.16,449.52,40.02,20,0.39,,100,18.67,33.33,26.67
291600,2916005,Itanhém,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Itanhém,PMI,Local,Administração pública direta,Res. Sólidos ,8491.1,0.36,0,100,0,6.9,78.59,0,2555.91,27.12,26.44,10.34,0.47,0.5,0,65.44,68.97,13.79
313320,3133204,Itanhomi,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Itanhomi,PMI,Local,Administração pública direta,Res. Sólidos ,24240,2.47,0,100,0,4.44,100,0,776.36,126.54,22.55,17.78,0.48,,0,77.45,66.67,11.11
313330,3133303,Itaobim,MG,Sudeste,SE,1,2022,PREFITURA MUNICÍPAL DE ITATOBIM,pm,Local,Administração pública direta,Res. Sólidos ,42697.34,2.84,100,0,100,3.28,74.64,100,1869.01,248.24,45.37,13.11,0.91,0.03,100,33,34.43,27.87
352215,3522158,Itaóca,SP,Sudeste,SE,1,2022,Secretaria de Obras e Serviços Urbanos,SERM,Local,Administração pública direta,Res. Sólidos ,,1.36,37.81,,,,98.48,25.55,,223.75,40.42,,0.48,0.17,,9.33,,
330210,3302106,Itaocara,RJ,Sudeste,SE,1,2022,Prefeitura Municipal de Itaocara,PMI,Local,Administração pública direta,Res. Sólidos ,49698.93,4.91,,71.79,28.21,,76.63,100,,,,,0.94,0.15,,,,
521090,5210901,Itapaci,GO,Centro-Oeste,CO,1,2022,Prefeitura de Itapaci,SLU,Local,Administração pública direta,Res. Sólidos ,25802.12,1.49,3.11,100,0,11.54,92.31,0,1801.92,57.62,29.07,23.08,0.95,0.39,0,19.38,30.77,11.54
313340,3133402,Itapagipe,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Itapagipe,PMI,Local,Administração pública direta,Res. Sólidos ,62987.7,4.42,,0,100,7.02,76.16,0,489.03,,,15.79,0.36,,100,,43.86,8.77
230630,2306306,Itapajé,CE,Nordeste,NE,2,2022,Prefeitura Municipal de Itapajé,PMI,Local,Administração pública direta,Res. Sólidos ,77984.4,8.05,91.84,3.33,96.67,6.67,100,100,3249.84,111.26,48.37,33.33,1.2,0.06,100,15.28,33.33,16.67
291610,2916104,Itaparica,BA,Nordeste,NE,1,2022,"SECRETARIA DE INFRAESTRUTURA, HABITAÇÃO E DEFESA CIVIL",SEINFRA,Local,Administração pública direta,Res. Sólidos ,138297.87,8.47,100,0,100,4.26,99.74,100,1840.26,462.96,61.54,31.91,1.2,0.69,100,30.77,46.81,17.02
291630,2916302,Itapebi,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Itapebi,PMI,Local,Administração pública direta,Res. Sólidos ,,3.67,,,,,93.74,100,335.46,,,31.37,0.54,,50,,31.37,31.37
313350,3133501,Itapecerica,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Itapecerica,PMI,Local,Administração pública direta,Res. Sólidos ,29569.92,2.12,84.31,90.2,9.8,5.88,79.82,3.77,814.7,147,50.69,39.22,0.86,0.12,0,31.94,29.41,19.61
352220,3522208,Itapecerica da Serra,SP,Sudeste,SE,3,2022,Secretaria Municipal de Obras e Serviços,SO,Local,Administração pública direta,Res. Sólidos ,313379.38,4.55,98.46,14.46,85.54,0,99.48,100,2428.87,456.74,96.54,85.54,0.96,,0,1.54,14.46,0
210540,2105401,Itapecuru Mirim,MA,Nordeste,NE,2,2022,PREFEITURA MUNICIPAL DE ITAPECURU MIRIM,PMITM,Local,Administração pública direta,Res. Sólidos ,106782.56,2.2,99.55,4.44,95.56,8.89,74.45,100,1745.81,372.92,67.85,35.56,0.53,0.01,100,27.77,20,28.89
411120,4111209,Itapejara D Oeste,PR,Sul,S ,1,2022,"DEPARTAMENTO DE OBRAS, VIAÇÃO E URBANISMO",PMIDO,Local,Administração pública direta,Res. Sólidos ,28911.29,1.48,,84.62,15.38,3.85,70.83,100,882.15,,,26.92,0.61,0.19,0,,30.77,11.54
420830,4208302,Itapema,SC,Sul,S ,2,2022,Secretaria Municipal de Obras e Transportes,SMOT,Local,Administração pública direta,Res. Sólidos ,,5.53,96.23,,,,97.91,100,2067.28,244.38,37.76,35.66,1.22,,0,7.5,4.9,31.47
320280,3202801,Itapemirim,ES,Sudeste,SE,2,2022,Secretária Municipal e Serviços Públicos,SEMUSP,Local,Administração pública direta,Res. Sólidos ,,1.58,91.45,,,,97.74,50,760.69,,,22.34,0.7,,0,,52.66,13.3
411125,4111258,Itaperuçu,PR,Sul,S ,2,2022,Prefeitura Municipal de Itaperuçu,PMI,Local,Administração pública direta,Res. Sólidos ,154268.26,6.07,,6.67,93.33,13.33,100,100,2011.18,,,20,0.33,0.08,100,,40,13.33
